code,source,title,definition,len
CA21,http://id.who.int/icd/entity/1948124976,Emphysema,"Emphysema is defined by abnormal and permanent enlargement of the airspaces that are distal to the terminal bronchioles. This is accompanied by destruction of the airspace walls, without obvious fibrosis (i.e. there is no fibrosis visible to the naked eye). Emphysema can exist in individuals who do not have airflow obstruction; however,",52
CA08,http://id.who.int/icd/entity/2090379743,Vasomotor or allergic rhinitis,"Rhinitis is inflammation of the nasal mucosa clinically characterized by major symptoms: sneezing, nasal pruritus, running nose, and stuffy nose. Allergic rhinitis is an inflammation of nasal airway triggered by allergens to which the affected individual has previously been sensitized. Pathogenesis of allergic rhinitis is type I allergy on the nasal mucosa.",52
5B5G,http://id.who.int/icd/entity/1726732000,Biotin deficiency,"Isolated biotin deficiency is rare. Signs of biotin deficiency in humans have been demonstrated in individuals who consume raw egg white over long periods and in total parenteral nutrition (TPN) before biotin supplementation in patients with malabsorption. The clinical findings of biotin deficiency include dermatitis, conjunctivitis, alopecia, and central nervous system abnormalities.",52
2B59,http://id.who.int/icd/entity/1991400753,"Liposarcoma, primary site","Liposarcoma, a type of soft tissue sarcoma, describes a group of lipomatous tumors of varying severity ranging from slow-growing to aggressive and metastatic. Liposarcomas are most often located in the lower extremities or retroperitoneum, but they can also occur in the upper extremities, neck, peritoneal cavity, spermatic cord, breast, vulva and axilla.",52
1G06,http://id.who.int/icd/entity/1743601322,Cimicosis,"Infestation by bedbugs, which are blood-sucking temporary ectoparasites. The most common species to attack humans is Cimex lectularius. In individuals who are not sensitized by previous exposure, there may be no symptoms or signs other than purpuric macules at the sites of bites. Weals, papules or bullae may occur in sensitized individuals.",52
XN5KC,http://id.who.int/icd/entity/1283744438,"Streptococcus, group D","Streptococcus is a genus of spherical Gram-positive bacteria belonging to the phylum Firmicutes and the lactic acid bacteria group. Staphylococcus is a genus of Gram-positive bacteria. Under the microscope, they appear round (cocci), and form in grape-like clusters. This diagnosis is, group D, as the cause of diseases classified to other chapters.",52
1F21,http://id.who.int/icd/entity/2087283296,Basidiobolomycosis,"Basidiobolomycosis is characterized by a slowly spreading, painless, non-pitting subcutaneous swelling without other obvious clinical signs. It may be single, or there may be multiple satellite lesions. The disc-shaped masses have a uniform hard consistency. It usually involves the limbs or limb-girdle areas and the infection is most often seen in children.",52
2B71,http://id.who.int/icd/entity/1103107484,Malignant neoplasms of oesophagogastric junction,"Malignant neoplasms that arise from the cells of the oesophagogastric junction (OGJ), which is defined as the point at which the oesophagus ends and the stomach begins. This mainly defines adenocarcinomas that straddle the junction of the oesophagus and stomach. This definition includes many tumours formally called cancers of the gastric cardia.",52
1B97,http://id.who.int/icd/entity/1321303663,Anthrax,"A disease caused by an infection with the gram-positive bacteria Bacillus anthracis. This disease presents with clinical signs depending on the route of infection. Transmission is by inhalation, ingestion, or cutaneous contact with Bacillus anthracis spores. Confirmation is by identification of Bacillus anthracis in a sample, or detection of antibodies or toxins.",52
EB42,http://id.who.int/icd/entity/1802341051,Linear IgA bullous dermatosis,"Linear IgA bullous dermatosis is an uncommon immunobullous disorder which occurs in both adults and children. It is characterized by linear deposition of IgA along the epidermal basement membrane. Although the clinical picture may resemble dermatitis herpetiformis, it is not associated with gluten enteropathy and it has different clinical and immunopathological attributes.",52
1F27,http://id.who.int/icd/entity/390527954,Cryptococcosis,"A disease caused by an infection with the fungi Cryptococcus neoformans or Cryptococcus gattii. This disease commonly presents with shortness of breath, cough, fever, fatigue, or headache. Transmission is by inhalation of fungal spores. Confirmation is by identification of Cryptococcus neoformans or Cryptococcus gattii in a blood, sputum, or cerebrospinal fluid sample.",52
XN6LP,http://id.who.int/icd/entity/1566769119,"Streptococcus, group A","Streptococcus is a genus of spherical Gram-positive bacteria belonging to the phylum Firmicutes and the lactic acid bacteria group. Staphylococcus is a genus of Gram-positive bacteria. Under the microscope, they appear round (cocci), and form in grape-like clusters. This diagnosis is, group A, as the cause of diseases classified to other chapters.",52
8C73,http://id.who.int/icd/entity/601991549,Mitochondrial myopathies,"Mitochondrial myopathies are heterogeneous group of disorders caused by dysfunction of mitochondrial oxidative phosphorylation and can be classified according to the associated biochemical, genetic defects (in the mitochondrial DNA or in nuclear encoded proteins) or clinical phenotype. Exclude: defects of mitochondrial respiratory chain, Kearns-Sayre syndrome, myoclonic epilepsy with ragged red fibers (MERRF)",52
3A70,http://id.who.int/icd/entity/502834133,Aplastic anaemia,"A disease caused by determinants arising after birth, in the antenatal period or genetically inherited factors leading to the inability of stem cells to generate new mature cells. This disease is characterised by low levels of red blood cells, white blood cells, and platelets. This disease may present with pallor, fatigue, dizziness,",52
XE5WB,http://id.who.int/icd/entity/931060771,Low-powered passenger vehicle as mode of transport of person injured in transport event,"(1) A land transport motor vehicle with three wheels (usually one in front and two behind), designed primarily for on-road use. Globally, most commonly used as taxis. Design, construction, type of motor and registration/licensing requirements vary widely. (2) A low-powered quadricycle or other low-powered four-wheeled passenger vehicle that is not a car.",52
EB21,http://id.who.int/icd/entity/2120746218,Pyoderma gangrenosum,"An idiopathic, rapidly evolving, and severely debilitating disease occurring most commonly in association with chronic ulcerative colitis. It is characterized by the presence of boggy, purplish ulcers with undermined borders, appearing mostly on the legs. The majority of cases are in people between 40 and 60 years old. Its etiology is unknown.",52
XN2M1,http://id.who.int/icd/entity/942223947,"Streptococcus, group B","Streptococcus is a genus of spherical Gram-positive bacteria belonging to the phylum Firmicutes and the lactic acid bacteria group. Staphylococcus is a genus of Gram-positive bacteria. Under the microscope, they appear round (cocci), and form in grape-like clusters. This diagnosis is, group B, as the cause of diseases classified to other chapters.",52
6D84,http://id.who.int/icd/entity/1710319105,Dementia due to psychoactive substances including medications,Dementia due to psychoactive substances including medications includes forms of dementia that are judged to be a direct consequence of substance use and that persist beyond the usual duration of action or withdrawal syndrome associated with the substance. The amount and duration of substance use must be sufficient to produce the cognitive impairment.,53
7A63,http://id.who.int/icd/entity/312051047,Non-24 hour sleep-wake rhythm disorder,"Non-24 hour sleep-wake rhythm disorder is characterized by periods of insomnia and/or daytime sleepiness, alternating with periods of relatively normal sleep, due to a lack of entrainment of the circadian clock to the 24-hour environmental cycle. The period length of the circadian/sleep-wake cycle may be shorter or, more typically, longer than 24 hours.",53
QE94,http://id.who.int/icd/entity/448222372,Institutional upbringing,"Group foster care in which parenting responsibilities are largely taken over by some form of institution (such as residential nursery, orphanage, or children's home), or therapeutic care over a prolonged period in which the child is in a hospital, convalescent home or the like, without at least one parent living with the child.",53
1F03,http://id.who.int/icd/entity/1826431497,Measles,"A disease of the respiratory system, caused by an infection with Morbillivirus. This disease is characterized by a blotchy rash, fever, cough, conjunctivitis, or malaise. This disease may also present with tiny white spots with bluish-white centres inside the mouth. Transmission is by inhalation of infected respiratory secretions, airborne transmission or direct contact.",53
EB11,http://id.who.int/icd/entity/958930318,Annular erythema,"Annular erythema is the term given to a group of chronic annular and gyrate eruptions in which irregular rings and arcs of elevated erythema form from initial inflammatory papules which slowly enlarge whilst clearing centrally. The lesions are usually located on the buttocks, thighs and upper arms, but any area may be involved.",53
6A73,http://id.who.int/icd/entity/314468192,Mixed depressive and anxiety disorder,"Mixed depressive and anxiety disorder is characterized by symptoms of both anxiety and depression more days than not for a period of two weeks or more. Neither set of symptoms, considered separately, is sufficiently severe, numerous, or persistent to justify a diagnosis of a depressive episode, dysthymia or an anxiety and fear-related disorder.",53
1E50,http://id.who.int/icd/entity/1154736543,Acute viral hepatitis,"A group of liver diseases characterized by liver inflammation and fibrosis, caused by more than 6 months of infection with one or more of hepatitis B virus, hepatitis C virus and hepatitis D virus, with or without HIV. Even at stage of cirrhosis there are often no symptoms. Otherwise, clinical features include fatigue,",53
1C85,http://id.who.int/icd/entity/961032639,Japanese encephalitis,"A disease of the brain, caused by an infection with flavivirus. This disease is characterized by fever, headache, meningism, hyperexcitability, or decreased consciousness. This disease may also present with neurological signs such as cranial nerve palsies, tremor and ataxia, parkinsonism, or upper limb paralysis. Transmission is through the bite of an infected mosquito.",53
GC06,http://id.who.int/icd/entity/1172466404,Urethral diverticulum,"A disease of the urethra, caused by an obstruction to the periurethral glands due to subsequent to frequent infection, or congenitally. This disease is characterized by a localized protrusion of the urethra into the anterior vaginal wall, consisting mostly of fibrous tissue. This disease may also present with urinary frequency, urgency, and dysuria.",53
6B82,http://id.who.int/icd/entity/1673294767,Binge eating disorder,"Binge eating disorder is characterized by frequent, recurrent episodes of binge eating (e.g., once a week or more over a period of several months). A binge eating episode is a distinct period of time during which the individual experiences a subjective loss of control over eating, eating notably more or differently than usual,",53
QE10,http://id.who.int/icd/entity/499098434,Hazardous alcohol use,"A pattern of alcohol use that appreciably increases the risk of harmful physical or mental health consequences to the user or to others to an extent that warrants attention and advice from health professionals. The increased risk may be from the frequency of alcohol use, from the amount used on a given occasion,",53
5B56,http://id.who.int/icd/entity/514920223,Vitamin C deficiency,"This condition groups several clinical consequences secondary to vitamin C deficiency with scurvy being the most severe presentation. The populations at risk of vitamin C deficiency are those for whom the fruit and vegetable supply is minimal. Epidemics of scurvy are associated with famine and war, when food supply is small and irregular.",53
1F2B,http://id.who.int/icd/entity/566562143,Lobomycosis,"A disease of the skin, caused by an infection with the fungi Lacazia laboi. This disease commonly presents with dermal nodules (either lenticular or in plaques), keloids, subcutaneous mycoses, or malignant tumours. Transmission is commonly by direct contact with contaminated water, soil, vegetation, or may be by direct contact with an infected dolphin.",53
1D43,http://id.who.int/icd/entity/693244560,Oropouche virus disease,"A disease caused by an infection with Oropouche virus. This disease is characterized by fever, headache, neck and back pain, joint pain, or photophobia. This disease may also present with bronchitis, nausea, diarrhoea, abdominal pain or burning sensations all over the body. Transmission is through the bite of an infected mosquito or midge.",53
6C71,http://id.who.int/icd/entity/804604349,Kleptomania,"Kleptomania is characterized by a recurrent failure to control strong impulses to steal objects in the absence of an intelligible motive (e.g., objects are not acquired for personal use or monetary gain). There is an increasing sense of tension or affective arousal before instances of theft and a sense of pleasure, excitement, relief,",53
5D00,http://id.who.int/icd/entity/2078467774,Amyloidosis,"Amyloidosis is a vast group of diseases defined by the presence of insoluble protein deposits in tissues. Its diagnosis is based on histological findings. Amyloidoses are classified according to clinical signs and biochemical type of amyloid protein involved. Most amyloidoses are multisystemic, 'generalized' or 'diffuse'. There are a few forms of localized amylosis.",53
6C44,http://id.who.int/icd/entity/390325614,"Disorders due to use of sedatives, hypnotics or anxiolytics","Disorders due to use of sedatives, hypnotics or anxiolytics are characterized by the pattern and consequences of sedative use. In addition to Sedative, hypnotic or anxiolytic intoxication, sedatives have dependence-inducing properties, resulting in Sedative, hypnotic or anxiolytic dependence in some people and Sedative, hypnotic or anxiolytic withdrawal when use is reduced or discontinued.",53
1C1B,http://id.who.int/icd/entity/6555116,Nocardiosis,"A disease caused by an infection with the gram-positive bacteria Nocardia. This disease presents with symptoms depending on the site of infection (commonly lung, brain, or skin). Transmission is by inhalation of Nocardia from soil or water, or by direct cutaneous contact. Confirmation is by identification of Nocardia in samples from affected sites.",53
ED54,http://id.who.int/icd/entity/755558110,Xerosis cutis or asteatosis,Dryness of the skin surface commonly due to defatting of the epidermis by excessive exposure to soaps and detergents or desiccation from prolonged exposure to low ambient humidity. It occurs most commonly in the elderly and is seen particularly on the lower legs. It is a major cause of pruritus in the elderly.,53
6B66,http://id.who.int/icd/entity/253124068,Depersonalization-derealization disorder,"Depersonalization-derealization disorder is characterized by persistent or recurrent experiences of depersonalization, derealization, or both. Depersonalization is characterized by experiencing the self as strange or unreal, or feeling detached from, or as though one were an outside observer of, one’s thoughts, feelings, sensations, body, or actions. Derealization is characterized by experiencing other persons, objects,",53
8A62,http://id.who.int/icd/entity/1786562875,Epileptic encephalopathies,Epilepsies for which no clear etiology can be detected or occurring at the presence of two or more static structural or metabolic conditions increasing the risk for epileptic seizures. The epileptic activity itself may contribute to severe cognitive and behavioral impairments above and beyond what might be expected from the underlying pathology alone.,53
AA10,http://id.who.int/icd/entity/1384400156,Seborrhoeic otitis externa,"Seborrhoeic dermatitis affecting the skin of the external ear. It is usually accompanied by evidence of seborrhoeic dermatitis at other sites. In mild cases it may be asymptomatic but it can present acutely with severe pain, oedema and exudation. Longstanding cases maybe complicated by chronic lymphoedema and occlusion of the external auditory canal.",53
1F84,http://id.who.int/icd/entity/1401769984,Opisthorchiasis,"A disease caused by an infection with the parasitic worm Opisthorchis. This disease is commonly asymptomatic. In mild cases, this disease may present with dyspepsia, abdominal pain, diarrhoea, or constipation; in severe cases, this disease may present with hepatomegaly and malnutrition; in rare cases, this disease may present with cholangitis, cholecystitis, and chlolangiocarcinoma.",53
1B51,http://id.who.int/icd/entity/1642172022,Streptococcal pharyngitis,"A disease of the pharynx, caused by an infection with the gram-positive bacteria Streptococcus pyogenes. This disease is characterized by fever, sore throat, tonsillar exudates, or large cervical lymph nodes. Transmission is commonly by inhalation of infected respiratory secretions, or indirect contact. Confirmation is by identification of Streptococcus pyogenes from a throat swab.",53
5D01,http://id.who.int/icd/entity/1913126571,Tumour lysis syndrome,"This is a group of metabolic complications that can occur after treatment of cancer, usually lymphomas and leukaemias, and sometimes even without treatment. These complications are caused by the breakdown products of dying cancer cells and include hyperkalemia, hyperphosphatemia, hyperuricemia and hyperuricosuria, hypocalcemia, and consequent acute uric acid nephropathy and acute renal failure.",53
2C13,http://id.who.int/icd/entity/922082116,Malignant neoplasms of gallbladder,"A malignant tumor arising from the epithelium of the gallbladder. It is usually associated with the presence of gallstones. Clinical symptoms are not specific and usually present late in the course. Morphologically, adenocarcinoma is the most common type, however squamous cell carcinomas, adenosquamous carcinomas, signet ring carcinomas, and undifferentiated carcinomas can also occur.",53
1B72,http://id.who.int/icd/entity/971176543,Impetigo,"A condition of the skin, commonly caused by a secondary infection with the gram-positive bacteria Staphylococcus aureus or group A beta haemolytic streptococci. This condition is characterized by bullous or non-bullous symptoms. Transmission is by direct contact with an infected individual. Confirmation is by identification of the infectious agent in a skin sample.",53
KD35,http://id.who.int/icd/entity/80293156,Neonatal withdrawal syndrome from maternal use of drugs of addiction,"Intrauterine exposure to addictive drugs can lead to neonatal withdrawal symptoms. Withdrawal symptoms are usually neurological, preventing normal autonomic function. The clinical presentation of drug withdrawal is variable and dependent on several factors, such as, the type and dose of drug used, and rate of metabolism and excretion of the mother and infant.",53
4A40,http://id.who.int/icd/entity/1443317238,Lupus erythematosus,"An autoimmune non-organ specific inflammatory disease characterized by the presence of antibodies to DNA, RNA and other components of the nucleus. It has a very variable clinical presentation and course ranging from an acute fulminant life-threatening disorder with involvement of heart, central nervous system and kidneys to an indolent chronic scarring skin disorder.",53
6B65,http://id.who.int/icd/entity/988400777,Partial dissociative identity disorder,"Partial dissociative identity disorder is characterized by disruption of identity in which there are two or more distinct personality states (dissociative identities) associated with marked discontinuities in the sense of self and agency. Each personality state includes its own pattern of experiencing, perceiving, conceiving, and relating to self, the body, and the environment.",53
1C18,http://id.who.int/icd/entity/1966578342,Brazilian purpuric fever,"A disease affecting children, caused by an infection with the gram-negative bacteria Haemophilus aegyptius. This disease is characterized by fever, nausea, vomiting, purpuric lesions, and sepsis, that is preceded by conjunctivitis. Transmission may be by mechanical transmission from infected eye gnats, contact with discharge from infected individuals, or fomites used near the eyes.",53
9C80,http://id.who.int/icd/entity/1058803681,Non paralytic strabismus,"Non-paralytic strabismus is an abnormal binocular alignment in which one of the eyes is deviated. There are full ocular movements in each eye. The condition can alternate between eyes or only involve one eye. Strabismus may be intermittent or constant. The abnormal alignment may be present at distance fixation, near fixation or both.",53
3A60,http://id.who.int/icd/entity/217030515,Congenital pure red cell aplasia,"A condition caused by determinants arising during the antenatal period, leading to a change in the formation of erythrocytes. This condition is characterised by maturation arrest occurs in the formation of erythrocytes. This condition may present with severe anaemia. Confirmation is by identification of decreased red blood cell count in a blood sample.",53
JA20,http://id.who.int/icd/entity/183230446,"Pre-existing hypertension complicating pregnancy, childbirth or the puerperium","A condition affecting pregnant females, caused by previously diagnosed maternal hypertension. This condition is characterized by any complication during pregnancy, childbirth, and the puerperium as a result of a blood pressure reading above 140/90 mmHg prior to the 20th week of pregnancy, or persisting longer than 12 weeks postpartum. Confirmation is by sphygmomanometer.",53
2B6B,http://id.who.int/icd/entity/547578362,Malignant neoplasms of nasopharynx,"A wide variety of tumours can arise in the nasopharynx, but it is nasopharyngeal carcinoma that has fascinated generations of oncologists, pathologists, scientists and epidemiologists. It shows marked geographic differences, with highest incidence rates in Southern Chinese. In some endemic areas, the incidence has declined by about 30% over the past two decades,",53
8A41,http://id.who.int/icd/entity/1690813510,Isolated demyelinating syndromes of the central nervous system,"Clinically isolated syndrome (CIS) is the first clinical inflammatory demyelinating event of the central nervous system, lasting greater than 24 hours CIS is now recognized as the first clinical presentation of a disease that shows characteristics of inflammatory demyelination that could be MS, but has yet to fulfill criteria of dissemination in time.",53
5B5B,http://id.who.int/icd/entity/1569514773,Vitamin B2 deficiency,"The signs of riboflavin deficiency are sore throat, hyperaemia, oedema of the pharyngeal and oral mucous membranes, cheilosis, angular stomatitis, glossitis, seborrheic dermatitis, and normochromic normocytic anaemia associated with pure red cell cytoplasia of the bone marrow. The major cause of hyporiboflavinosis is inadequate dietary intake as a result of limited food supply,",53
1F6C,http://id.who.int/icd/entity/508835280,Syngamosis,"A disease caused by an infection with the parasitic worm Mammomonogamus. This disease is characterized by chronic nonproductive cough, crawling sensation in the throat, wheezing, or difficulties breathing. Transmission may be by ingestion of adult worms or eggs in contaminated food or water. Confirmation is by identification of adult Mammomonogamus by direct visualization,",53
2C82,http://id.who.int/icd/entity/1552457716,Malignant neoplasms of prostate,"Prostate cancer contributes significantly to the overall cancer burden, being the most frequent malignant neoplasia in men. The number of cases has continuously increased over the past decades, partly due to the higher life expectancy. An additional factor is the Western lifestyle, characterized by a highly caloric diet and lack of physical exercise.",53
1F66,http://id.who.int/icd/entity/1975325075,Filariasis,"infections with nematodes of the superfamily Filarioidea; presence of living worms in the body is mainly asymptomatic but the death of adult worms leads to granulomatous inflammation and permanent fibrosis; organisms of the genus Elaeophora infect wild elk and domestic sheep causing ischaemic necrosis of the brain, blindness, and dermatosis of the face.",53
FA22,http://id.who.int/icd/entity/103940897,Polymyalgia rheumatica,"Polymyalgia rheumatica (PMR) is a syndrome characterized by aching of the proximal portions of the extremities and torso. Provisional classification criteria for PMR by the European League Against Rheumatism/American College of Rheumatology Collaborative Initiative should be applied to patients aged 50 years or older with bilateral shoulder aching, and abnormal CRP and/or ESR.",53
EA11,http://id.who.int/icd/entity/1323395598,Papular purpuric gloves and socks syndrome,"This acute acral dermatosis is characterized by an intensely pruritic papular and often purpuric eruption affecting the hands, wrists, feet and ankles. This is frequently accompanied by oral inflammation and ulceration, malaise and fever. It affects adults predominantly and had been linked to a range of viral infections, most commonly to parvovirus B19.",53
FA91,http://id.who.int/icd/entity/1500376898,Infection of intervertebral disc,"A condition of the intervertebral discs, caused by an infection with a bacterial, viral, fungal, or parasitic source. This condition commonly present with fever, chills, headache, stiffness of the neck, or tingling sensations in the arms or legs. Confirmation is by identification of the infectious agent in a blood sample, or radiographic tests.",53
EB12,http://id.who.int/icd/entity/364669853,Erythema multiforme,"Erythema multiforme is a self‐limiting reactive inflammatory dermatosis triggered by cell‐mediated hypersensitivity, most commonly to drugs or infection, particularly Herpes simplex. It is characterized by an eruption of macules, papules, nodules, vesicles and/or bullae affecting preferentially the dorsal aspects of the hands and forearms. It may also involve oral and genital mucous membranes.",53
6C72,http://id.who.int/icd/entity/1630268048,Compulsive sexual behaviour disorder,"Compulsive sexual behaviour disorder is characterized by a persistent pattern of failure to control intense, repetitive sexual impulses or urges resulting in repetitive sexual behaviour. Symptoms may include repetitive sexual activities becoming a central focus of the person’s life to the point of neglecting health and personal care or other interests, activities and responsibilities;",54
5B70,http://id.who.int/icd/entity/1839366214,Essential fatty acid deficiency,"Deficiency of EFA (linoleic acid, linolenic acid, arachidonic acid, docosapentaenoic acid, docosahexaenoic acid and eicosapentaenoic acid) can be caused by deficient intake, particularly, in rapidly growing infants (as preterm infants), in patients receiving parenteral nutrition without an adequate source of EFA, and in diseases with fat malabsorption. Clinical findings are: dermatitis, alopecia, and thrombocytopenia.",54
GB81,http://id.who.int/icd/entity/91220434,Autosomal dominant polycystic kidney disease,"Multiple cysts in both kidneys increasing in number and size from adolescence, associated with development of hypertension and chronic renal failure. Autosomal dominant familial pattern is usual and due to mutations on Chromosomes 16 and 4. Non-renal manifestations can include cysts in the liver and less commonly pancreas,. Cerebral arterial aneurysms with subarachnoid haemorrhage,",54
LB12,http://id.who.int/icd/entity/1999264345,Structural developmental anomalies of oesophagus,"Any congenital defect of oesophagus that results from interference with the normal growth and differentiation of the fetus. Such defects can arise at any stage of embryonic development, vary greatly in type and severity, and are caused by a wide variety of determining factors, including genetic mutations, chromosomal aberrations, teratogenic agents, and environmental factors.",54
MB71,http://id.who.int/icd/entity/1632791324,Clinical findings on diagnostic imaging of central nervous system,"Clinical findings on diagnostic imaging of central nervous system is findings on diagnostic imaging of the brain or the spinal cord which don't appear in normal status of the body. Diagnostic imaging refers to technologies that doctors use to look inside body for clues about a medical condition. X-rays, CT scans, nuclear medicine scans,",54
6B44,http://id.who.int/icd/entity/1867081699,Reactive attachment disorder,"Reactive attachment disorder is characterized by grossly abnormal attachment behaviours in early childhood, occurring in the context of a history of grossly inadequate child care (e.g., severe neglect, maltreatment, institutional deprivation). Even when an adequate primary caregiver is newly available, the child does not turn to the primary caregiver for comfort, support and nurture,",54
DB60,http://id.who.int/icd/entity/1352501137,Haemorrhoids,"A prolapse of vascular cushions resulting in bleeding and painful swelling in the anal canal. Internal haemorrhoids is swollen veins inside the anal canal and one in a vein of the superior rectal plexus, originating above the pectinate line and covered by mucous membrane. Internal haemorrhoids are classified according to the degree of prolapse,",54
LB13,http://id.who.int/icd/entity/1763449287,Structural developmental anomalies of stomach,"Any congenital defect of stomach that results from interference with the normal growth and differentiation of the fetus. Such defects can arise at any stage of embryonic development, vary greatly in type and severity, and are caused by a wide variety of determining factors, including genetic mutations, chromosomal aberrations, teratogenic agents, and environmental factors.",54
LB14,http://id.who.int/icd/entity/1446249766,Structural developmental anomalies of duodenum,"Any congenital defect of duodenum that results from interference with the normal growth and differentiation of the fetus. Such defects can arise at any stage of embryonic development, vary greatly in type and severity, and are caused by a wide variety of determining factors, including genetic mutations, chromosomal aberrations, teratogenic agents, and environmental factors.",54
6A24,http://id.who.int/icd/entity/1974996783,Delusional disorder,"Delusional disorder is characterized by the development of a delusion or set of related delusions that persist for at least 3 months (usually much longer), which occur in the absence of a Depressive, Manic, or Mixed mood episode. Other characteristic symptoms of Schizophrenia (e.g. persistent auditory hallucinations, disorganized thinking, negative symptoms) are not present,",54
LB52,http://id.who.int/icd/entity/1134950387,Cryptorchidism,"A disorder affecting males, caused by an abnormality occurring in sex development during the antenatal period. This disorder is characterized by the absence of one or both testes from the scrotum. This disorder may also present with reduced fertility, psychological implications, or increased risk of testicular germ cell tumours. Confirmation is by imaging, karyotyping,",54
6E63,http://id.who.int/icd/entity/2131412196,Secondary anxiety syndrome,"A syndrome characterized by the presence of prominent anxiety symptoms judged to be a direct pathophysiological consequence of a health condition not classified under mental and behavioural disorders, based on evidence from the history, physical examination, or laboratory findings. The symptoms are not accounted for by delirium or by another mental and behavioural disorder,",54
EB40,http://id.who.int/icd/entity/191659986,Pemphigus,"Pemphigus is a group of chronic autoimmune skin diseases characterized by blister formation on the skin and the mucous membranes. The exact causes of the disease are unknown but the disease is mediated by auto-antibodies to desmosome components. Three clinical forms have been characterised. Pemphigus vulgaris, pemphigus foliaceus and pemphigus vegetans. Other variants exist,",54
2C90,http://id.who.int/icd/entity/1048613131,"Malignant neoplasms of kidney, except renal pelvis","Cancer of the kidney amounts to 2% of the total human cancer burden, with approximately 190,000 new cases diagnosed each year. They occur in all world regions, with a preference for developed countries. Etiological factors include environmental carcinogens (tobacco smoking) and lifestyle factors, in particular obesity. Although renal tumours can be completely removed surgically,",54
2B57,http://id.who.int/icd/entity/2131977134,"Kaposi sarcoma, primary site",A malignant neoplasm characterized by a vascular proliferation which usually contains blunt endothelial cells. Erythrocyte extravasation and hemosiderin deposition are frequently present. The most frequent site of involvement is the skin; however it may also occur internally. It generally develops in people with compromised immune systems including those with acquired immune deficiency syndrome (AIDS).,54
1G00,http://id.who.int/icd/entity/1083938812,Pediculosis,"A condition of the skin, hair, or genital region caused by an infection with the parasite Pediculus. This disease is characterized by pruritus. This condition also presents with symptoms depending on the site of infection. Transmission is by direct or indirect contact with an infected individual or animal. Confirmation is by identification of Pediculus.",54
CA02,http://id.who.int/icd/entity/1791890273,Acute pharyngitis,"Acute pharyngitis is defined as an infection or irritation of the pharynx and/or tonsils and is a part of the common cold symptoms. The etiology is usually infectious, with most cases being of viral origin. Although virus infection is the primary cause, it is also caused by bacterial infection. The discomfort of a throat,",54
LC00,http://id.who.int/icd/entity/1180662736,Keratinocytic epidermal hamartoma,"Keratinocytic epidermal hamartoma or epidermal naevus is a congenital hamartomatous epidermal malformation composed of keratinocytes. It is thought to arise as a result of somatic mutation: early embryonic mutations can give rise to extensive systematised naevi, though typically epidermal naevi are localized linear papillomatous or verrucous plaques. Histologically they exhibit acanthosis, papillomatosis and acanthosis.",54
7A61,http://id.who.int/icd/entity/138101549,Advanced sleep-wake phase disorder,Advanced sleep-wake phase disorder is a recurrent pattern of disturbance of the sleep-wake schedule characterized by persistent advance (to an earlier time) of the major sleep period compared to conventional or desired sleep times. The disorder results in evening sleepiness (prior to the desired bedtime) and awakening earlier than the desired or required times.,54
6C00,http://id.who.int/icd/entity/1157749237,Enuresis,"Enuresis is the repeated voiding of urine into clothes or bed, which may occur during the day or at night, in an individual who has reached a developmental age when urinary continence is ordinarily expected (5 years). The urinary incontinence may have been present from birth (i.e., an atypical extension of normal infantile incontinence),",54
5B80,http://id.who.int/icd/entity/2085283166,Overweight or localised adiposity,"Overweight is a condition characterized by excess weight relative to height. Overweight is assessed by the body mass index (BMI). The BMI is a measure of body mass relative to height, calculated as weight (kg)/height² (m²). The BMI categories for defining overweight vary by age and gender in infants, children and adolescents. For adults,",54
8B24,http://id.who.int/icd/entity/805990521,Hypoxic-ischaemic encephalopathy,"Brain damage due to hypoxia-ischemia: Previous term Anoxic brain damage has been changed. The new term is now widely accepted, and better describes the pathophysiology, i.e., the combination of complete and incomplete transitory global cerebral ischemia together with a combination of anoxia and hypoxia. In a surviving patient, pure anoxic encephalopathy is very uncommon.",54
6C21,http://id.who.int/icd/entity/256572629,Body integrity dysphoria,"Body integrity dysphoria is characterized by an intense and persistent desire to become physically disabled in a significant way (e.g., major limb amputee, paraplegic, blind), with onset by early adolescence accompanied by persistent discomfort, or intense feelings of inappropriateness concerning current non-disabled body configuration. The desire to become physically disabled results in harmful consequences,",54
1B91,http://id.who.int/icd/entity/751399056,Leptospirosis,"A disease caused by an infection with the gram-negative bacteria Leptospira. In the first phase, this disease is characterized by generalised illness (fever, chills, or myalgias) or individuals may be asymptomatic; in the second phase, the heart, liver, kidneys, or brain may be affected by the infection (symptoms are dependent on the site affected).",54
1F28,http://id.who.int/icd/entity/1802307036,Dermatophytosis,"Dermatophytosis (tinea, ringworm) is a superficial infection of the skin, hair or nails by dermatophyte fungi of the genera Trichophyton, Epidermophyton or Microsporum. These fungi normally invade only the outer keratinous layer of the epidermis (stratum corneum), the hair shaft and the nail. They count amongst the commonest infections in man. Some species (e.g.",54
8B22,http://id.who.int/icd/entity/581897143,Certain specified cerebrovascular diseases,"Specified other abnormalities of intracranial or extracranial arteries or veins. Entities in this section may be used in combination with other diagnostic codes in this block. Several of the entities may each cause different types of cerebrovascular disease such as TIA, cerebral ischemic stroke or intracerebral hemorrhage; may be associated with other clinical syndromes;",54
